Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;0;0;0;1;Troilus;Troilus;1;0;0;0;;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1686
Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;0;0;0;1;Creusa;Creusa;1;0;0;0;;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1686
Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;0;0;0;1;Polyxena;Polyxena;1;0;0;0;;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1686
Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;False positive & false negative;Question Answering;;slashing throat;by blade;0;1;1;0;Iphigenia;Iphigenia;1;0;0;0;Agamemnon;Agamemnon;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;1111
Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;False negative;Summary;;slaying;;0;0;1;0;Agamemnon;Agamemnon;1;0;0;0;Aegisthus;Aegisthus;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;indirect thought;third;1111
Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;False negative;Summary;;manipulation;;0;0;1;0;Agamemnon;;0;0;1;0;Clytemnestra;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;1111
Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;False negative;Question Answering;;curse/revenge;;0;0;1;0;Agamemnon;;0;0;1;0;Iphigenia;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;1111
Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;False negative;Question Answering;;curse/revenge;;0;0;1;0;Agamemnon;;0;0;1;0;Atropos;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;1111
In this dark fantasy sh ort story, an explorer seeking ancient relics discovers the entrance to the fabled Minotaur labyrinth and navigates its treacherous paths. However, they soon find themselves face-to-face with Asterion, the supposedly slain Minotaur, who has somehow survived for thousands of years. The Minotaur, driven by lust and isolation, brutally rapes the explorer, leaving them physically and emotionally broken. The story makes a passing mention of Asterion's previous victims, implying that he had consumed most humans who wandered into his labyrinthine prison, but there is no explicit description of their deaths. The only death mentioned in the past tense is Asterion's own supposed demise, which was later revealed to be false.;False positive;Question Answering;;;;0;0;0;1;;Asterion;0;1;0;0;;;0;0;0;1;Incorrect;Errors but no TPs.;;;979
In this dark fantasy sh ort story, an explorer seeking ancient relics discovers the entrance to the fabled Minotaur labyrinth and navigates its treacherous paths. However, they soon find themselves face-to-face with Asterion, the supposedly slain Minotaur, who has somehow survived for thousands of years. The Minotaur, driven by lust and isolation, brutally rapes the explorer, leaving them physically and emotionally broken. The story makes a passing mention of Asterion's previous victims, implying that he had consumed most humans who wandered into his labyrinthine prison, but there is no explicit description of their deaths. The only death mentioned in the past tense is Asterion's own supposed demise, which was later revealed to be false.;;;;;;0;0;0;1;humans;previous victims;1;0;0;0;Asterion;Asterion;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;second;979
In the city of Troy, amidst the chaos and destruction caused by the Greeks, Cassandra clings to the statue of Athena in the temple, praying for protection from the deceitful Greeks. However, she is found by Ajax, who brutally rapes her, despite being a priestess in her own temple. Cassandra's attempts to invoke Athena's aid are unsuccessful, and she ultimately succumbs to her fate, dying on Athena's altar at the hands of Ajax.;Generic character death;Summary;Generic Character Death;slaying;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;560
In the city of Troy, amidst the chaos and destruction caused by the Greeks, Cassandra clings to the statue of Athena in the temple, praying for protection from the deceitful Greeks. However, she is found by Ajax, who brutally rapes her, despite being a priestess in her own temple. Cassandra's attempts to invoke Athena's aid are unsuccessful, and she ultimately succumbs to her fate, dying on Athena's altar at the hands of Ajax.;Generic character death;Summary;Generic Character Death;burning;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;560
In the city of Troy, amidst the chaos and destruction caused by the Greeks, Cassandra clings to the statue of Athena in the temple, praying for protection from the deceitful Greeks. However, she is found by Ajax, who brutally rapes her, despite being a priestess in her own temple. Cassandra's attempts to invoke Athena's aid are unsuccessful, and she ultimately succumbs to her fate, dying on Athena's altar at the hands of Ajax.;False positive;Summary;Metaphorical death;;rape and violence;0;1;0;0;;Cassandra;0;1;0;0;;Ajax;0;1;0;0;Incorrect;All three elements have FP or FN.;;;560
Medusa's lover, an old man with weak eyesight, dies after being petrified by Medusa's gaze at his own request, allowing him to die painlessly and with dignity. He is the victim, and Medusa is the unwitting perpetrator of his demise. Athena is indirectly responsible for his death, as she had previously laughed in Medusa's head, foreshadowing the event.;False negative;Summary;;petrification;;0;0;1;0;Perseus;;0;0;1;0;Medusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;5714
Medusa's lover, an old man with weak eyesight, dies after being petrified by Medusa's gaze at his own request, allowing him to die painlessly and with dignity. He is the victim, and Medusa is the unwitting perpetrator of his demise. Athena is indirectly responsible for his death, as she had previously laughed in Medusa's head, foreshadowing the event.;;;;petrification;petrification;1;0;0;0;Theofylaktos;old man;1;0;0;0;Medusa;Medusa;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;5714
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Heracles' music teacher;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False negative;Summary;;slashing head off;;0;0;1;0;Hydra;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False negative;Summary;;being shot;;0;0;1;0;Chiron;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;a centaur;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;Minor character death;Summary;Generic Character Death;being shot;;0;0;1;0;a centaur Nesso's;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False negative;Summary;;snake bite;;0;0;1;0;Eurydice;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False negative;Summary;;tearing to pieces;;0;0;1;0;Orpheus;;0;0;1;0;followers of the Dionysus cult;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False negative;Summary;;drought/famine;;0;0;1;0;mortals;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;flood;flood;1;0;0;0;mortals;humanity;1;0;0;0;Zeus;Zeus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;False positive;Question Answering;;;eaten daily;0;1;0;0;;Prometheus;0;1;0;0;;Zeus;0;1;0;0;Incorrect;All three elements have FP or FN.;;;4950
Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;Generic character death;Summary;;;;0;0;0;1;babies;;0;0;1;0;;;0;0;0;1;Incorrect;Errors;narrator;first;4950
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;Generic character death;Summary;Generic Character Death;petrification;;0;0;1;0;villagers;;0;0;1;0;Anithea/Clardusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;2135
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;Generic character death;Summary;Generic Character Death;petrification;;0;0;1;0;warriors;;0;0;1;0;Anithea/Clardusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;2135
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;beheading;beheading;1;0;0;0;gorgon;gorgon;1;0;0;0;Perball;Perball;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2135
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;False positive;Question Answering;;;;0;0;0;1;;Pegasus;0;1;0;0;;;0;0;0;1;Incorrect;Errors but no TPs.;;;2135
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;False negative;Question Answering;;slaying;;0;0;1;0;Clardusa;;0;1;0;0;many warriors;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;2135
Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;False negative;Summary;;stabbing;;0;0;1;0;Clardusa;;0;1;0;0;Villager's wife;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;2135
"Ismene visits her sister Antigone's corpse at night, finding her with blue bruises on her throat and stiff, cold skin. Ismene touches and kisses Antigone's body, eventually becoming overcome with grief and rage, leading her to make intimate contact with the corpse. As she does so, she whispers """"I hate you"""" repeatedly, but ultimately realizes that her hatred is directed at herself for still being afraid of Antigone even in death. The story implies that Antigone was murdered by their uncle, the king, although the exact mode of demise is not specified.""";False negative;Summary;;being choked;murder;0;0;1;0;Antigone;Antigone;1;0;0;0;Ismene's uncle;king;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;1117
"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";False negative;Summary;;being choked;;0;0;1;0;Alicent Hightower;;0;0;1;0;Melinoë;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;3488
"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";False positive;Summary;;extensive childbearing;;0;0;0;1;Queen Aemma;Aemma;1;0;0;0;unspecified;Melinoe;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;direct speech;third;3488
"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";;;;;;0;0;0;1;grandfather;grandfather;1;0;0;0;Melinoe;Melinoe;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;3488
"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";False positive;Summary;;;;0;0;0;1;;guard dog;0;1;0;0;;Melinoe;0;1;0;0;Incorrect;Errors but no TPs.;;;3488
"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";False negative;Summary;;;;0;0;0;1;Viserys' six children;;0;0;1;0;;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;third;3488
No one has died in this text, so there are no murderers or victims to report on.;False negative;Summary;;unspecified;;0;0;0;1;the old queen;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;6256
There are no deaths mentioned in the provided text, therefore there is no information about murderers, modes of demise, victims, or perpetrators to include in the summary.;False negative;Summary;;manipulation, looking at a divine aura;;0;0;1;0;Semele;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;1637
Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;Minor character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Klytemnestra's husband and son;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;Errors but no TPs.;indirect thought;third;6448
Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;False negative;Question Answering;;sacrifice;;0;0;1;0;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;6448
Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;stabbing;stabbing;1;0;0;0;Agamemnon;Agamemnon;1;0;0;0;Klytemnestra;Klytemnestra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;6448
Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;stabbing ;stabbing;1;0;0;0;Kassandra;Kassandra;1;0;0;0;Klytemnestra;Klytemnestra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;6448
The protagonist's inner child died due to her own negligence and failure to prioritize herself, with the mode of demise being drowning and a bear attack. The entity, which serves as a manifestation of the protagonist's subconscious, is the perpetrator that orchestrated the events leading to the inner child's death. The inner child is the victim, and her death symbolizes the loss of innocence and the protagonist's failure to nurture her own emotional well-being.;;;;drowning;drowning;1;0;0;0;Original Character;inner child;1;0;0;0;entity;entity;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1974
The protagonist's inner child died due to her own negligence and failure to prioritize herself, with the mode of demise being drowning and a bear attack. The entity, which serves as a manifestation of the protagonist's subconscious, is the perpetrator that orchestrated the events leading to the inner child's death. The inner child is the victim, and her death symbolizes the loss of innocence and the protagonist's failure to nurture her own emotional well-being.;False positive;Summary;;;bear attack;0;1;0;0;;inner child;0;1;0;0;;entity;0;1;0;0;Incorrect;All three elements have FP or FN.;;;1974
In a grand temple, Kore stands before three kings - Zeus, the ruler of the sky, Poseidon, the king of the sea, and an unnamed eldest king - to be judged for her crimes against mortals during her immortal youth. The gods and goddesses eye her with horror due to her scars and reputation for causing destruction. Zeus accuses Kore of putting them all in danger with her actions, which have caused damage to Gaia and Olympia, and demands she be punished. As Zeus speaks, Kore's physical condition deteriorates, and she falls to her knees, prompting her mother, Demeter, to rush to her side and plead for mercy, warning that a goddess is dying.;False positive & false negative;Summary;Too generic MOD;struck by lightening;unspecified force;0;1;1;0;Persephone;Kore;1;0;0;0;Zeus;;0;0;0;1;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;direct speech;first;574
In a grand temple, Kore stands before three kings - Zeus, the ruler of the sky, Poseidon, the king of the sea, and an unnamed eldest king - to be judged for her crimes against mortals during her immortal youth. The gods and goddesses eye her with horror due to her scars and reputation for causing destruction. Zeus accuses Kore of putting them all in danger with her actions, which have caused damage to Gaia and Olympia, and demands she be punished. As Zeus speaks, Kore's physical condition deteriorates, and she falls to her knees, prompting her mother, Demeter, to rush to her side and plead for mercy, warning that a goddess is dying.;False positive & false negative;Summary;;starvation;destruction/trail of bodies;0;1;1;0;mortals;mortals;1;0;0;0;Kore;Kore;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;direct speech;first;574
Orpheus, a renowned musician, lost his wife Eurydice when he turned around while leading her out of the underworld, causing her to fall back into the darkness forever. Overwhelmed with grief, Orpheus gave up singing and eventually fell out of favor with his fans and friends. The Maenads, followers of Dionysus, begged him to sing for them, but he refused, angering Dionysus who ordered the Maenads to tear Orpheus to pieces. The Maenads, acting as perpetrators, murdered Orpheus by tearing him apart, with Orpheus being the victim and showing no struggle, thinking of his lost lover Eurydice in the underworld. His mother Calliope later found his pieces, stitched them together, and buried him next to Eurydice, reuniting the couple in death, while above ground, there was grief for the once-great musician.;;;;tearing to pieces;tearing to pieces;1;0;0;0;Orpheus;Orpheus;1;0;0;0;Maenads;Maenads;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;400
