Error Type;Error Scope;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;words
;;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath.""";indirect thought;third;Agamemnon;Agamemnon;1;0;0;0;Aegisthus;Aegisthus and Clytemnestra;1;0;0;0;slaying;axe;1;0;0;0;In the aftermath of her death by sacrifice at Aulis, Iphigenia finds herself in the Fields of Asphodel, where Queen Persephone and the Fates—Clotho, Lachesis, and Atropos—offer her alternate paths. Clotho proposes rewriting her past to avoid being Agamemnon’s daughter, thus sparing her from sacrifice, but Iphigenia refuses, fearing her sister Electra would then be sacrificed instead. Lachesis offers a future where she survives, marries Achilles, and enjoys a prosperous life, but this scenario leads to her family's downfall when her father’s army fails without her sacrifice. Persephone reveals a vision of a harmonious future for her family, but Iphigenia remains resentful about her own brutal death. Atropos then presents an option for revenge by influencing Aegisthus and Clytemnestra to kill Agamemnon with an axe, which Iphigenia accepts, finding satisfaction in the prospect of justice.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1111
FPFNmaj;SUM;"""In between the whistle of her father's blade and her death, Iphigenia had time for a single thought: Please, no—"" [...] ""Instead of that comfortable warmth, her own father had lodged a dagger in her throat."" [...] ""I died like a—a slaughter cow upon a slab!""";narrator;third;Iphigenia;Iphigenia;1;0;0;0;Agamemnon;;0;0;1;0;slashing throat;sacrifice;0;1;1;0;In the aftermath of her death by sacrifice at Aulis, Iphigenia finds herself in the Fields of Asphodel, where Queen Persephone and the Fates—Clotho, Lachesis, and Atropos—offer her alternate paths. Clotho proposes rewriting her past to avoid being Agamemnon’s daughter, thus sparing her from sacrifice, but Iphigenia refuses, fearing her sister Electra would then be sacrificed instead. Lachesis offers a future where she survives, marries Achilles, and enjoys a prosperous life, but this scenario leads to her family's downfall when her father’s army fails without her sacrifice. Persephone reveals a vision of a harmonious future for her family, but Iphigenia remains resentful about her own brutal death. Atropos then presents an option for revenge by influencing Aegisthus and Clytemnestra to kill Agamemnon with an axe, which Iphigenia accepts, finding satisfaction in the prospect of justice.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1111
MIN;KE;"""In the past, he had consumed most humans that wandered into his labyrinthine prison, but you were bravely entering his home, his nest.""";narrator;second;humans;;0;0;1;0;Asterion;;0;0;1;0;being eaten;;0;0;1;0;A skilled explorer seeking ancient relics uses magic and investigation to locate the fabled Minotaur labyrinth. Navigating treacherous caves, they discover the entrance and use an incantation to gain access. Inside, they explore stone corridors, dismissing strange noises as imagination, until finding a door that leads to a pocket dimension resembling an idyllic farm. The explorer enters a massive house, where they encounter Asterion, the Minotaur, who is very much alive despite legends claiming his death. Driven by isolation and instinct, Asterion sees the explorer as a mate rather than prey. He overpowers them, ignoring their pleas, and violently assaults them before tending to them afterward. The story highlights the explorer's shattered expectations and Asterion's enduring existence, challenging the notion of his demise in legends.;Incorrect;All three elements have FP or FN.;979
FNmin;SUM;"""Outside, there was blood everywhere. Bronze struck on bronze, the last screams of fallen men filled the air.""";narrator;first;unspecified;;0;0;0;1;unspecified;;0;0;0;1;slaying;;0;0;1;0;The story recounts the fall of Troy, where Cassandra, a priestess of Athena, seeks refuge in the temple as the city burns. She clings to Athena's statue, praying for protection from the invading Greeks. Ajax, a Greek warrior, finds her and violently assaults her, tearing at her dress with his bloody hands despite her pleas for mercy. Cassandra reflects on her foresight given by Apollo, which showed her the inevitability of her fate, as she is both cursed and brutalized. The narrative weaves between the present horror—Cassandra's rape and death at Ajax's hands—and memories of Troy's former glory, now reduced to flames and ash. Ultimately, Cassandra dies on Athena's altar, transformed by the trauma into a symbol of wrath and destruction, her identity consumed by the fire that devours the city.;Incorrect;Errors but no TPs.;560
FNmin;SUM;"""Few know it, but forget it: The smell of the burning city and  the sizzling flesh of those trapped in their houses.""";narrator;first;unspecified;;0;0;0;1;unspecified;;0;0;0;1;burning;;0;0;1;0;The story recounts the fall of Troy, where Cassandra, a priestess of Athena, seeks refuge in the temple as the city burns. She clings to Athena's statue, praying for protection from the invading Greeks. Ajax, a Greek warrior, finds her and violently assaults her, tearing at her dress with his bloody hands despite her pleas for mercy. Cassandra reflects on her foresight given by Apollo, which showed her the inevitability of her fate, as she is both cursed and brutalized. The narrative weaves between the present horror—Cassandra's rape and death at Ajax's hands—and memories of Troy's former glory, now reduced to flames and ash. Ultimately, Cassandra dies on Athena's altar, transformed by the trauma into a symbol of wrath and destruction, her identity consumed by the fire that devours the city.;Incorrect;Errors but no TPs.;560
FP;SUM;;;;;Cassandra;0;1;0;0;;Ajax;0;1;0;0;;assaulted;0;1;0;0;The story recounts the fall of Troy, where Cassandra, a priestess of Athena, seeks refuge in the temple as the city burns. She clings to Athena's statue, praying for protection from the invading Greeks. Ajax, a Greek warrior, finds her and violently assaults her, tearing at her dress with his bloody hands despite her pleas for mercy. Cassandra reflects on her foresight given by Apollo, which showed her the inevitability of her fate, as she is both cursed and brutalized. The narrative weaves between the present horror—Cassandra's rape and death at Ajax's hands—and memories of Troy's former glory, now reduced to flames and ash. Ultimately, Cassandra dies on Athena's altar, transformed by the trauma into a symbol of wrath and destruction, her identity consumed by the fire that devours the city.;Incorrect;All three elements have FP or FN.;560
;;""" The change is gradual, like a slow-tide, but unstoppable. His flesh turns to grey stone, and it moves up his body. His hands in mine become cold, and he moves away. He keeps his eyes locked onto mine. """;narrator;first;Theofylaktos;old man;1;0;0;0;Medusa;Med;1;0;0;0;petrification;petrification;1;0;0;0;In this poignant tale, Med, a monster with reptilian skin and snakes for hair, shares a tender moment with her aging lover on a cliff overlooking the sea. The old man, aware of his impending death, expresses his desire to see Med's true form before he dies. Despite knowing it may kill him, he gazes into her green eyes, which gradually petrify him. He accepts this fate as a peaceful end, surrounded by love, rather than succumbing to illness or age. The story touches on Athena's subtle influence through her laughter but does not implicate her directly in his death. Med, though unintentionally the cause of his demise, finds solace in their love and the promise of reunion, having triumphed over adversity.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;5714
MAJ;KE;"""First off, I didn’t get my head chopped off by Perseus. He was being used as somewhere to hang drying linens, until Stheno said it ‘interrupted the flow of the room’, and made me drag him outside with the others. He’s currently surrounded by a patch of crimson and amethyst geraniums, his face forever locked in a soundless, eternal scream.""";narrator;first;Perseus;;0;0;1;0;Medusa;;0;0;1;0;petrification;;0;0;1;0;In this poignant tale, Med, a monster with reptilian skin and snakes for hair, shares a tender moment with her aging lover on a cliff overlooking the sea. The old man, aware of his impending death, expresses his desire to see Med's true form before he dies. Despite knowing it may kill him, he gazes into her green eyes, which gradually petrify him. He accepts this fate as a peaceful end, surrounded by love, rather than succumbing to illness or age. The story touches on Athena's subtle influence through her laughter but does not implicate her directly in his death. Med, though unintentionally the cause of his demise, finds solace in their love and the promise of reunion, having triumphed over adversity.;Incorrect;All three elements have FP or FN.;5714
FNmaj;SUM;"""Euphoria was walking with her nymph friends in the forest and i guess no one taught her that rhyme “red on black friend of Jack, black on yellow you’re a dead fellow” because boom, snake bite and she was dead.""";narrator;first;Eurydice;;0;0;1;0;---;;0;0;0;1;snake bite;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;Errors but no TPs.;4950
;;"""So now the mortals had to deal with sickness and famines and stuff, so Zeus decided ""Fuck it"" and started making a flood to whip them all out (I swear, gods all throughout different mythology and religions always resort to 'when in doubt, drown humanity', like this shows up so many times through old religions and mythologies I swear.""";narrator;first;mortals;Humanity;1;0;0;0;Zeus;Zeus;1;0;0;0;flood;Drowning in flood;1;0;0;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Correct;No errors for Victim, Perpetrator, or Mode of Demise.;4950
MAJ;SUM;"""This feat made Heracles even more popular and his cousin more jealous (again, petty bitch). So for his next task his cousin told him to kill the Hyrda, so Heracles hopped a ride with this nephew Iolas (I assume on the godly side cause  of them can keep it in there pants) to go to the swamp where the Hyrda lived and kill the it. He figured out that if you cut off one of the Hyrda's head it would simply re-grow (also I think he got attacked by some crab mid fight which is just, random af) it so Iolas helped him make a plan where they would cut of all it's heads then burn the necks so more heads wouldn't grow back and used it's poison blood to make poisons arrows (that'll be important later). """;narrator;first;Hydra;;0;0;1;0;Heracles;;0;0;1;0;slashing head off;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;All three elements have FP or FN.;4950
FNmin;SUM;"""So when Zeus took over he created his own human race, though they sort of just stayed babies for a 100 years then died.""";narrator;first;babies;;0;0;1;0;---;;0;0;0;1;unspecified;;0;0;0;1;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;Errors but no TPs.;4950
FNmin;SUM;"""So, the parents built her a temple and Demeter chilled there instead of Olympus and became so depressed she forgot to make plants grow and caused this huge drought/famine."" [...] ""So Hermes decided to go knocking on Hades door to get some answer on Persephone and hopefully convince her to return to the mortal world so Demeter would stop being an angsty little bitch and killing all the mortals.""";narrator;first;mortals;;0;0;1;0;---;;0;0;0;1;drought/famine;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;Errors but no TPs.;4950
MAJ;SUM;"""That is until a centaur Nesso's kidnapped his wife and tried to marry her, so Heracles shot him with an arrow and as he bled out he convinced Deinareria to take some of his blood and if Heracles was ever on faithful to her it would act as a love potion, (spoiler alert - it was poison).""";narrator;first;a centaur Nesso's;;0;0;1;0;Heracles;;0;0;1;0;being shot;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;All three elements have FP or FN.;4950
FP;SUM;;;;;Prometheus;0;1;0;0;;Zeus;0;1;0;0;;Liver devoured daily by eagle;0;1;0;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;All three elements have FP or FN.;4950
MAJ;SUM;"""Then, when he was having an angsty concert for the forest creatures bashing all the gods a bunch of Dionysus cult followers showed and ripped him limb from limb for not worshipping Dionysus (again, the irony).""";narrator;first;Orpheus;;0;0;1;0;followers of the Dionysus cult;;0;0;1;0;tearing to pieces;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;All three elements have FP or FN.;4950
FNmaj;SUM;"""(Unless you count that one time he murdered his music teacher on accident) """;narrator;first;Heracles' music teacher;;0;0;1;0;Heracles;;0;0;1;0;unspecified;;0;0;0;1;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;Errors but no TPs.;4950
MAJ;SUM;"""Heracles then visited Chiron (some versions say he got shot too) who told him how to catch the angry death boar.""";narrator;first;Chiron;;0;0;1;0;Heracles;;0;0;1;0;being shot;;0;0;1;0;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;All three elements have FP or FN.;4950
FNmaj;SUM;"""Then in-between his 8th and 9th labor he did some more cool stuff like, murder another centaur, invent the olympics, fight some giants, sailed around on the argo with Jason and rescue Prometheus from the eagle that was constantly eating his liver.""";narrator;first;a centaur;;0;0;1;0;Heracles;;0;0;1;0;unspecified;;0;0;0;1;"Prometheus, a Titan who could see the future, hid with his brother Epimetheus during the Titan war. After Zeus took over, he created humans, but they were flawed; Prometheus defied Zeus by giving them fire, leading to his punishment of being chained to a rock where an eagle daily devoured his liver for eternity until Heracles intervened. Zeus then created Pandora as a punishment for humanity, gifting her with a box (or jar) containing evils that she released into the world, leaving only hope behind. Zeus later decided to destroy humanity with a flood, but Prometheus warned his son Deucalion, who survived the apocalypse with his wife Pyrrha by hiding in a box. After the flood, they repopulated the earth by throwing rocks that became people.";Incorrect;Errors but no TPs.;4950
MIN;SUM;"""Despite numerous valiant attempts by brave warriors to defeat the beast on behalf of the goddess, just like her own heart, they all met the same fate, turning into statues that adorned the ruins surrounding the temple she called home.""";narrator;third;warriors;;0;0;1;0;Anithea/Clardusa;;0;0;1;0;petrification;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
FP;SUM;;;;;soldier;0;1;0;0;;Gorgon;0;1;0;0;;lethal counterattack;0;1;0;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
MAJ;SUM;"""It was one of the female villagers who had come with a dagger to kill her for turning her husband to stone.""";narrator;third;Clardusa;;0;0;1;0;Villager's wife;;0;0;1;0;stabbing;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
MAJ;SUM;"""Many warriors came to stay the beast for the goddess, but just like her heart, they all became stone to decorate the ruins around the temple she calls home.""";narrator;third;Clardusa;;0;0;1;0;many warriors;;0;0;1;0;slaying;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
MIN;SUM;"""The Priestess, now transformed into a Gorgon, fled in terror from the temple and sought the help of the nearby villagers. However, when they saw her, they were instantly turned to stone.""";narrator;third;villagers;;0;0;1;0;Anithea/Clardusa;;0;0;1;0;petrification;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
MAJ;SUM;"""Perball got close to Clardusa's body, and then, with one fell swoop, he beheaded the ""gorgon"" with his blade. """;narrator;third;gorgon;;0;0;1;0;Perball;;0;0;1;0;beheading;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
MIN;SUM;"""It was one of the female villagers who had come with a dagger to kill her for turning her husband to stone.""";narrator;third;Villager;;0;0;1;0;Clardusa;;0;0;1;0;petrification;;0;0;1;0;Perball confronts the Gorgon, a formidable creature disguised as a winged horse named Chyroar, and ultimately beheads it using a trick with a mirror shield, revealing its true form as a piglet. A soldier is killed by the Gorgon during the battle, struck down with a lethal counterattack. Clardusa, the mother of Chyroar, intervenes to heal her son but is attacked by Perball, who aims to deliver a fatal blow. Pegasus, a majestic winged horse, saves Clardusa by forcing Perball to release his grip, and Perball later incapacitates Pegasus with a powerful shield strike. Despite being wounded by Perball's blade, Clardusa manages to escape with Chyroar into the forest, determined to protect her son from further harm.;Incorrect;All three elements have FP or FN.;2135
FPFNmaj;SUM;"""Antigone was poised on a stone slab, cold and unmoving. No one could have mistaken her for a sleeping girl: this was a corpse. Blue bruises at her throat, skin covered with the milky sheen of death, unnaturally stiff and hard to the touch.""";narrator;third;Antigone;Antigone;1;0;0;0;Ismene's uncle;uncle;1;0;0;0;being choked;killed by uncle;0;1;1;0;In Thebes, under the cover of night, Ismene visits her sister Antigone's corpse after Antigone was killed by their uncle in his pursuit of power. Overcome with grief and despair, Ismene touches, kisses, and intimately interacts with Antigone's lifeless body, expressing a mix of sorrow, anger, and self-loathing. She admits her hatred for being left behind, ultimately realizing it is directed at herself for not following Antigone in death, highlighting her deep-seated fear and emotional turmoil.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1117
MAJ;SUM;"""Melinoë was annoyed by her cries and was quickly becoming bored. She squeezed her neck until she felt Alicent's life drain from her body.""";indirect thought;third;Alicent Hightower;;0;0;1;0;Melinoë;;0;0;1;0;being choked;;0;0;1;0;"Melinoe, a goddess, confronts a sobbing man, informing him that Queen Aemma and her six children are in Paradise, and he will never see them again. She reveals she killed their mother, grandfather, and guard dog, emphasizing his irredeemable actions. Despite expecting fear from Helaena, Aemond, and Aegon, the children show hope and acceptance of her offer to choose divine guardians. Helaena chooses Apollo, while Melinoe assigns Ares to Aemond due to his fierce nature. Aegon surprisingly requests Melinoe herself as his guardian, which she accepts after contemplating her suitability as a mother. Daemon, Rhaenyra's uncle, objects but is rebuked by Melinoe for his hatred and threatened. Ultimately, Melinoe embraces the children, expressing excitement to ""terrorize the Pantheon,"" before all four vanish in black smoke.";Incorrect;All three elements have FP or FN.;3488
;;"""After all, she did kill their mother and grandfather.""";narrator;third;grandfather;grandfather;1;0;0;0;Melinoë;Melinoe;1;0;0;0;unspecified;killed;1;0;0;0;"Melinoe, a goddess, confronts a sobbing man, informing him that Queen Aemma and her six children are in Paradise, and he will never see them again. She reveals she killed their mother, grandfather, and guard dog, emphasizing his irredeemable actions. Despite expecting fear from Helaena, Aemond, and Aegon, the children show hope and acceptance of her offer to choose divine guardians. Helaena chooses Apollo, while Melinoe assigns Ares to Aemond due to his fierce nature. Aegon surprisingly requests Melinoe herself as his guardian, which she accepts after contemplating her suitability as a mother. Daemon, Rhaenyra's uncle, objects but is rebuked by Melinoe for his hatred and threatened. Ultimately, Melinoe embraces the children, expressing excitement to ""terrorize the Pantheon,"" before all four vanish in black smoke.";Correct;No errors for Victim, Perpetrator, or Mode of Demise.;3488
FPFNmaj;SUM;"""Viserys looked as if he was going to be sick. He knew that meant he'd never see his wife again. ""I don't understand."" The goddess feigned sadness and sighed, ""Let me put it this way. In your quest for a male heir, which you ignored my warnings about, you killed 6 children and your wife. Because Queen Aemma had become with child so young and had no rest between pregnancies, her body wasn't strong enough. And whose fault is that? Yours."" [...] ""Queen Aemma is with her 6 children in Paradise. And you. Will. Never. See her. Again.""";direct speech;third;Queen Aemma;Queen Aemma;1;0;0;0;---;Melinoe;0;1;0;0;physical weakness due to extensive childbearing;killed;0;1;1;0;"Melinoe, a goddess, confronts a sobbing man, informing him that Queen Aemma and her six children are in Paradise, and he will never see them again. She reveals she killed their mother, grandfather, and guard dog, emphasizing his irredeemable actions. Despite expecting fear from Helaena, Aemond, and Aegon, the children show hope and acceptance of her offer to choose divine guardians. Helaena chooses Apollo, while Melinoe assigns Ares to Aemond due to his fierce nature. Aegon surprisingly requests Melinoe herself as his guardian, which she accepts after contemplating her suitability as a mother. Daemon, Rhaenyra's uncle, objects but is rebuked by Melinoe for his hatred and threatened. Ultimately, Melinoe embraces the children, expressing excitement to ""terrorize the Pantheon,"" before all four vanish in black smoke.";Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;3488
FNmin;SUM;"""Viserys looked as if he was going to be sick. He knew that meant he'd never see his wife again. ""I don't understand."" The goddess feigned sadness and sighed, ""Let me put it this way. In your quest for a male heir, which you ignored my warnings about, you killed 6 children and your wife. Because Queen Aemma had become with child so young and had no rest between pregnancies, her body wasn't strong enough. And whose fault is that? Yours."" [...] ""Queen Aemma is with her 6 children in Paradise. And you. Will. Never. See her. Again.""";direct speech;third;Viserys' six children;;0;0;1;0;---;;0;0;0;1;unspecified;;0;0;0;1;"Melinoe, a goddess, confronts a sobbing man, informing him that Queen Aemma and her six children are in Paradise, and he will never see them again. She reveals she killed their mother, grandfather, and guard dog, emphasizing his irredeemable actions. Despite expecting fear from Helaena, Aemond, and Aegon, the children show hope and acceptance of her offer to choose divine guardians. Helaena chooses Apollo, while Melinoe assigns Ares to Aemond due to his fierce nature. Aegon surprisingly requests Melinoe herself as his guardian, which she accepts after contemplating her suitability as a mother. Daemon, Rhaenyra's uncle, objects but is rebuked by Melinoe for his hatred and threatened. Ultimately, Melinoe embraces the children, expressing excitement to ""terrorize the Pantheon,"" before all four vanish in black smoke.";Incorrect;Errors but no TPs.;3488
FNmin;SUM;"""It was just a year after my mother, the old Queen died, and the spirit of the Goddess passed to me.""";narrator;first;the old queen;;0;0;1;0;---;;0;0;0;1;unspecified;;0;0;0;1;The passage describes a deeply intimate and physical relationship between a mother and her son, Asterion, who has bull-like features such as horns. The servants are aware of their activities but ignore the scandal. The mother is impressed by Asterion's model ship, which he made without having seen a ship since childhood. Their communication is primal, with no verbal conversations, and they engage in frequent sexual encounters described in graphic detail. The next morning, the mother realizes she is pregnant, as her menstrual cycle has stopped for two months, likely due to their frequent intimacy. She contemplates naming the future child Ariadne if it is a girl but worries about explaining the pregnancy to Asterion, who does not understand where children come from.  No deaths are mentioned in the provided text.;Incorrect;Errors but no TPs.;6256
