Error Type;Error Scope;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Canonical_character_name;num_AO3_stories;Qrank;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Canonical_character_name.1;num_AO3_stories.1;Qrank.1;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Classification;Reason;words
MAJ;KE;"""Euphoria was walking with her nymph friends in the forest and i guess no one taught her that rhyme “red on black friend of Jack, black on yellow you’re a dead fellow” because boom, snake bite and she was dead.""";narrator;first;Eurydice wife of Orpheus (Ancient Greek Religion & Lore);156;529772;Eurydice;;0;0;1;0;;;;---;;0;0;0;1;snake bite;;0;0;1;0;Incorrect;Errors but no TPs.;4950
MIN;KE;"""(Unless you count that one time he murdered his music teacher on accident) """;narrator;first;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles' music teacher;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;4950
MAJ;KE;"""This feat made Heracles even more popular and his cousin more jealous (again, petty bitch). So for his next task his cousin told him to kill the Hyrda, so Heracles hopped a ride with this nephew Iolas (I assume on the godly side cause  of them can keep it in there pants) to go to the swamp where the Hyrda lived and kill the it. He figured out that if you cut off one of the Hyrda's head it would simply re-grow (also I think he got attacked by some crab mid fight which is just, random af) it so Iolas helped him make a plan where they would cut of all it's heads then burn the necks so more heads wouldn't grow back and used it's poison blood to make poisons arrows (that'll be important later). """;narrator;first;Hydra of Lerna (Ancient Greek Religion & Lore);11;1174259;Hydra;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;slashing head off;;0;0;1;0;Incorrect;All three elements have FP or FN.;4950
MAJ;KE;"""Then, when he was having an angsty concert for the forest creatures bashing all the gods a bunch of Dionysus cult followers showed and ripped him limb from limb for not worshipping Dionysus (again, the irony).""";narrator;first;Orpheus (Ancient Greek Religion & Lore);165;1740300;Orpheus;;0;0;1;0;;;;followers of the Dionysus cult;;0;0;1;0;tearing to pieces;;0;0;1;0;Incorrect;All three elements have FP or FN.;4950
MIN;KE;"""Then in-between his 8th and 9th labor he did some more cool stuff like, murder another centaur, invent the olympics, fight some giants, sailed around on the argo with Jason and rescue Prometheus from the eagle that was constantly eating his liver.""";narrator;first;;;;a centaur;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;4950
MAJ;KE;"""That is until a centaur Nesso's kidnapped his wife and tried to marry her, so Heracles shot him with an arrow and as he bled out he convinced Deinareria to take some of his blood and if Heracles was ever on faithful to her it would act as a love potion, (spoiler alert - it was poison).""";narrator;first;;;;a centaur Nesso's;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;being shot;;0;0;1;0;Incorrect;All three elements have FP or FN.;4950
;;"""So now the mortals had to deal with sickness and famines and stuff, so Zeus decided ""Fuck it"" and started making a flood to whip them all out (I swear, gods all throughout different mythology and religions always resort to 'when in doubt, drown humanity', like this shows up so many times through old religions and mythologies I swear.""";narrator;first;;;;mortals;humans;1;0;0;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;Zeus;1;0;0;0;flood;drowning;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;4950
MIN;KE;"""So when Zeus took over he created his own human race, though they sort of just stayed babies for a 100 years then died.""";narrator;first;;;;babies;;0;0;1;0;;;;---;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;4950
MIN;KE;"""So, the parents built her a temple and Demeter chilled there instead of Olympus and became so depressed she forgot to make plants grow and caused this huge drought/famine."" [...] ""So Hermes decided to go knocking on Hades door to get some answer on Persephone and hopefully convince her to return to the mortal world so Demeter would stop being an angsty little bitch and killing all the mortals.""";narrator;first;;;;mortals;;0;0;1;0;;;;---;;0;0;0;1;drought/famine;;0;0;1;0;Incorrect;Errors but no TPs.;4950
;;"""Perball got close to Clardusa's body, and then, with one fell swoop, he beheaded the ""gorgon"" with his blade. """;narrator;third;Medusa (Ancient Greek Religion & Lore);271;2851968;gorgon;gorgon;1;0;0;0;;;;Perball;Perball;1;0;0;0;beheading;decapitation by sword;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2135
MIN;KE;;;;;;;;soldier;0;1;0;0;Medusa (Ancient Greek Religion & Lore);271;2851968;;gorgon;0;1;0;0;;struck from behind;0;1;0;0;Incorrect;All three elements have FP or FN.;2135
MAJ;KE;"""Many warriors came to stay the beast for the goddess, but just like her heart, they all became stone to decorate the ruins around the temple she calls home.""";narrator;third;;;;Clardusa;;0;0;1;0;;;;many warriors;;0;0;1;0;slaying;;0;0;1;0;Incorrect;All three elements have FP or FN.;2135
MAJ;KE;"""It was one of the female villagers who had come with a dagger to kill her for turning her husband to stone.""";narrator;third;;;;Clardusa;;0;0;1;0;;;;Villager's wife;;0;0;1;0;stabbing;;0;0;1;0;Incorrect;All three elements have FP or FN.;2135
MIN;KE;"""It was one of the female villagers who had come with a dagger to kill her for turning her husband to stone.""";narrator;third;;;;Villager;;0;0;1;0;;;;Clardusa;;0;0;1;0;petrification;;0;0;1;0;Incorrect;All three elements have FP or FN.;2135
MIN;KE;"""The Priestess, now transformed into a Gorgon, fled in terror from the temple and sought the help of the nearby villagers. However, when they saw her, they were instantly turned to stone.""";narrator;third;;;;villagers;;0;0;1;0;;;;Anithea/Clardusa;;0;0;1;0;petrification;;0;0;1;0;Incorrect;All three elements have FP or FN.;2135
MIN;KE;"""Despite numerous valiant attempts by brave warriors to defeat the beast on behalf of the goddess, just like her own heart, they all met the same fate, turning into statues that adorned the ruins surrounding the temple she called home.""";narrator;third;;;;warriors;;0;0;1;0;;;;Anithea/Clardusa;;0;0;1;0;petrification;;0;0;1;0;Incorrect;All three elements have FP or FN.;2135
;;"""Antigone was poised on a stone slab, cold and unmoving. No one could have mistaken her for a sleeping girl: this was a corpse. Blue bruises at her throat, skin covered with the milky sheen of death, unnaturally stiff and hard to the touch.""";narrator;third;Antigone (Ancient Greek Religion & Lore);34;586464;Antigone;Antigone;1;0;0;0;Ismene daughter of Oedipus (Ancient Greek Religion & Lore);29;105496;Ismene's uncle;unknown;0;0;1;0;being choked;strangulation;1;0;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;1117
MAJ;KE;"""Viserys looked as if he was going to be sick. He knew that meant he'd never see his wife again. ""I don't understand."" The goddess feigned sadness and sighed, ""Let me put it this way. In your quest for a male heir, which you ignored my warnings about, you killed 6 children and your wife. Because Queen Aemma had become with child so young and had no rest between pregnancies, her body wasn't strong enough. And whose fault is that? Yours."" [...] ""Queen Aemma is with her 6 children in Paradise. And you. Will. Never. See her. Again.""";direct speech;third;Aemma Arryn;1326;;Queen Aemma;;0;0;1;0;;;;---;;0;0;0;1;physical weakness due to extensive childbearing;;0;0;1;0;Incorrect;Errors but no TPs.;3488
MAJ;KE;"""Melinoë was annoyed by her cries and was quickly becoming bored. She squeezed her neck until she felt Alicent's life drain from her body.""";indirect thought;third;Alicent Hightower;11773;25925;Alicent Hightower;;0;0;1;0;Melinoe (Ancient Greek Religion & Lore);48;402847;Melinoë;;0;0;1;0;being choked;;0;0;1;0;Incorrect;All three elements have FP or FN.;3488
MIN;KE;"""Viserys looked as if he was going to be sick. He knew that meant he'd never see his wife again. ""I don't understand."" The goddess feigned sadness and sighed, ""Let me put it this way. In your quest for a male heir, which you ignored my warnings about, you killed 6 children and your wife. Because Queen Aemma had become with child so young and had no rest between pregnancies, her body wasn't strong enough. And whose fault is that? Yours."" [...] ""Queen Aemma is with her 6 children in Paradise. And you. Will. Never. See her. Again.""";direct speech;third;Viserys I Targaryen;6964;35335;Viserys' six children;;0;0;1;0;;;;---;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3488
MIN;KE;"""After all, she did kill their mother and grandfather.""";narrator;third;;;;grandfather;;0;0;1;0;Melinoe (Ancient Greek Religion & Lore);48;402847;Melinoë;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3488
MAJ;KE;"""It was just a year after my mother, the old Queen died, and the spirit of the Goddess passed to me.""";narrator;first;;;;the old queen;;0;0;1;0;;;;---;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;6256
MAJ;KE;"""He let her see him, with all his divinity, for only a second. Unfortunately, humans were far more fragile than he had ever cared to notice. He refused to look at her corpse, intensely burned in some places, completely raw in others."" [...] ""He only left a note, “Cause of death: divine aura, accident”.""";narrator;third;Semele (Ancient Greek Religion & Lore);33;317980;Semele;;0;0;1;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;;0;0;1;0;manipulation, looking at a divine aura;;0;0;1;0;Incorrect;All three elements have FP or FN.;1637
;;"""Three sounds of stabbing and a long sound of howling. Agamemnon lay heavily in the bathtub, blood staining the entire pool.""";narrator;third;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;Agamemnon;1;0;0;0;Clytemnestra (Ancient Greek Religion & Lore);241;534957;Klytemnestra;Klytemnestra;1;0;0;0;stabbing;stabbing;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;6448
;;"""She glanced at the two bodies on the ground, and a small smile appeared on her face.""";narrator;third;Cassandra (Ancient Greek Religion & Lore);333;1443881;Kassandra;Kassandra;1;0;0;0;Clytemnestra (Ancient Greek Religion & Lore);241;534957;Klytemnestra;Klytemnestra;1;0;0;0;stabbing ;stabbing;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;6448
MIN;KE;"""What was even worse was how Agamemnon brutally murdered her real husband and son""";indirect thought;third;Clytemnestra (Ancient Greek Religion & Lore);241;534957;Klytemnestra's husband and son;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;6448
MAJ;KE;"""“…Because he plans to kill your daughter and sacrifice her to Artemis.”"" [...] ""“How can you not? This is your daughter and now you are about to kill your own daughter with the knife in your hands! What kind of man would have a heart like this?”"" [...] ""“Mother, I cannot bear to leave you! I cannot bear to leave this world and enter the dark realm of Hades.""";direct speech;third;Iphigenia (Ancient Greek Religion & Lore);148;578453;Iphigenia;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;6448
MIN;KE;"""And the small child floating in the middle of it. My heart stopped, I scrambled out of the bushes and ran towards her. Once I finally reached her I pulled her towards me. I brushed the hair out of her face. Her brown eyes stared up towards the sky, lifeless.""";narrator;first;;;;Original Character;;0;0;1;0;;;;---;;0;0;0;1;drowning;;0;0;1;0;Incorrect;Errors but no TPs.;1974
MIN;KE;;;;;;;;inner child;0;1;0;0;;;;;entity;0;1;0;0;;bleeding from wound;0;1;0;0;Incorrect;All three elements have FP or FN.;1974
MAJ;KE;"""The lighting rippled down to his fingertips as he raised a sharp finger toward me. Another ache shot through like burning ice and I finally fell to my knees in a weakened gasp."" [...] "" “Zeus!” Demeter yelled. “She is dying! A Goddess is dying!"""" ";direct speech;first;Persephone (Ancient Greek Religion & Lore);1776;3138284;Persephone;Kore;1;0;0;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;Zeus;1;0;0;0;struck by lightening;divine retribution;0;1;1;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;574
MIN;KE;"""“Kore, your action upon the mortals has caused more damage to not only Gaia but also to Olympia. You’ve roamed far enough and left nothing but trails of bodies in your wake. You started small with the crops of the Earth, then to the livestock of all elements, to the bodies of people, you’ve managed to bring forth the wake of an armageddon.”""";direct speech;first;;;;mortals;;0;0;1;0;Persephone (Ancient Greek Religion & Lore);1776;3138284;Persephone;;0;0;1;0;starvation;;0;0;1;0;Incorrect;All three elements have FP or FN.;574
MAJ;KE;;;;Eurydice wife of Orpheus (Ancient Greek Religion & Lore);156;529772;;Eurydice;0;1;0;0;;;;;;0;0;0;1;;vanishing into shade;0;1;0;0;Incorrect;Errors but no TPs.;400
;;"""This angered Dionysus, and he ordered the Maenads, already frenzied by Orpheus’s rejection, to tear the former musician to pieces. Orpheus, thinking of his lover in the underworld, did not struggle. When the deed was done, the Maenads feared the repercussions of their murder.""";narrator;third;Orpheus (Ancient Greek Religion & Lore);165;1740300;Orpheus;Orpheus;1;0;0;0;Maenads (Ancient Greek Religion & Lore);41;432693;Maenads;Maenads;1;0;0;0;tearing to pieces;tearing to pieces;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;400
MAJ;KE;"""She searched for her lover only to come across her mutilated corpse, head cleanly cut off and slashes upon her torso. Athena fell to her knees crawling to Medusa's body cradling it in her arms as she cried.""";narrator;third;Medusa (Ancient Greek Religion & Lore);271;2851968;Medusa;Medusa;1;0;0;0;;;;thunder's son;Perseus;0;1;1;0;slaying;beheaded;1;0;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;1154
MIN;KE;"""Many men were sent to slay Medusa only to be frozen in stone added to the lover's garden as decoration.""";narrator;third;;;;many men;;0;0;1;0;Medusa (Ancient Greek Religion & Lore);271;2851968;Medusa;;0;0;1;0;petrification;;0;0;1;0;Incorrect;All three elements have FP or FN.;1154
;;"""She cried out in climax, but then his divine lightning struck, searing the land for miles around. ~~~ Zeus wept tears as he carried the lifeless body of his lover to a pond where he might wash her and prepare her for her journey across the river he had sworn upon.""";narrator;third;Semele (Ancient Greek Religion & Lore);33;317980;Semele;Semele;1;0;0;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;Zeus;1;0;0;0;manipulation, intercourse, struck by lightning ;divine lightning;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;805
MAJ;KE;"""""""I may not see Andreas again, or Polites, but sacrificing myself for my crew, my king? Why, brother, that's the best kind pf death, isnt it?"" Eurylochus wanted to scream, to tell him to drop the torch in the water, to hold him down till he followed, but Demetrius got up, dusting himself off flippantly. Eurylochus could still see the slight tremble of his hands. Before he could shout, could do anything, the stupid, brave man walked forward, steering well clear of the huddled groups of men. He waved the fire around, and the sudden focus of the monster on his person was palpable. Demetrius turned and met Eurylochus’ eyes one final time, apologetic, scared, but so obviously relieved too. With tears in his eyes and a grin on his face, Demetrius raised the torch high like a flag, closing his eyes, water trailing down his face, as Scylla dragged him to the depths of the ocean. "" ";narrator;third;;;;Demetrius;;0;0;1;0;Scylla daughter of Crataeis (Ancient Greek Religion & Lore);21;672870;Scylla;;0;0;1;0;self-sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;5134
MIN;KE;"""“Look me in the eyes,"" he pleaded. ""And tell me, Captain."" [...] “That you did not just sacrifice six men.""""";direct speech;third;;;;unnamed;;0;0;1;0;Scylla daughter of Crataeis (Ancient Greek Religion & Lore);21;672870;Scylla;;0;0;1;0;self-sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;5134
MIN;KE;"""Another groan in front of them, and Eurylochus ducked when something came out of the water and wrapped itself around the man to Eurylochus's right holding a flaming torch. The shrill scream pierced through the veil of darkness before the man was dragged underwater by that monstrous appendage. """;narrator;third;;;;unnamed;;0;0;1;0;Scylla daughter of Crataeis (Ancient Greek Religion & Lore);21;672870;Scylla;;0;0;1;0;drowning/death by seamonster;;0;0;1;0;Incorrect;All three elements have FP or FN.;5134
MAJ;KE;"""My father killed her for all the wrong reasons;""";direct speech;first;Eurydice wife of Orpheus (Ancient Greek Religion & Lore);156;529772;Eurydice;;0;0;1;0;Apollo (Ancient Greek Religion & Lore);1682;4879975;Apollo;;0;0;1;0;snake bite;;0;0;1;0;Incorrect;All three elements have FP or FN.;5430
;;"""The next moments aren't painful. The lights fade away, replaced by comforting black, until I can open them again. My hands jitter, my teeth unclench, and I look down. Everything on me is washed in a bluey-white. Hades smiles, his arms opening me as if he accepts my soul.""";narrator;first;Orpheus (Ancient Greek Religion & Lore);165;1740300;Orpheus;Narrator;1;0;0;0;Hades (Ancient Greek Religion & Lore);2000;3657919;Hades;Hades;1;0;0;0;self-sacrifice;giving up soul;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;5430
MAJ;KE;"""“No need, Artemis does not live here anymore, and Leto is dead,” I paused and looked at him, he had a worried look on his face, “She was killed by a serpent named Python, who was sent by Hera for her jealousy.""";direct speech;first;Artemis (Ancient Greek Religion & Lore);936;3823072;Artemis;;0;0;1;0;Hera (Ancient Greek Religion & Lore);978;3060750;Hera;;0;0;1;0;snake bite;;0;0;1;0;Incorrect;All three elements have FP or FN.;4072
;;"""The discus rolled on the ground. Trees and grasses slowly danced in their tempo. Birds twittered on the branches. Sunshine spilled on us. Warm.  He was in my arms. A smile was still on his face. His chest stayed still. The blood from his forehead dripped into my hand. Warm. The light in him was fading. No! No no no, this could not be. I tried to capture those lights, tried to hold them in my hands. I used my power of healing, broken bones were repaired and opened skin was closed. I sang, singing every song he liked. Why do they sound sorrowful ? My head dropped onto his chest, hoping to hear that rhythmic, strong heartbeat. Nothing. """;narrator;first;Hyacinthus (Ancient Greek Religion & Lore);287;356022;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus (Ancient Greek Religion & Lore);115;409046;Zephyrus;Zephyrus;1;0;0;0;discus;struck by discus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;4072
MAJ;KE;"""“No need, Artemis does not live here anymore, and Leto is dead,”""";direct speech;first;Leto (Ancient Greek Religion & Lore);59;762191;Leto;;0;0;1;0;;;;---;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;4072
MIN;KE;;;;;;;;he;0;1;0;0;;;;;;;;;;;petrification;0;1;0;0;Incorrect;Errors but no TPs.;
